Alternative,Expression,Segment,Coefficient,Description
hov2,hov_skim.CongTime*0.4,cavihvs,-0.1164,Travel time
hov2,hov_skim.CongTime*0.4,cavihvs,-0.1164,Travel time
hov2,hov_skim.CongTime*0.4,cavilvi,-0.1164,Travel time
hov2,hov_skim.CongTime*0.4,cavilvi,-0.1164,Travel time
hov2,hov_skim.CongTime*0.4,cavilvs,-0.1164,Travel time
hov2,hov_skim.[TollCostHOV (Skim)],,-0.425906,Toll cost
hov2,parking.MC_LS_Work.D,,0.5791,Parking
hov3,Constant,hvihvi,-0.7876,Vehicle insufficient households
hov3,Constant,hvihvi,0.6589,High income households
hov3,Constant,hvihvi,3.036025,Additional Calibration Constant
hov3,Constant,hvihvs,0.6589,High income households
hov3,Constant,hvihvs,3.709095,Additional Calibration Constant
hov3,Constant,hvilvi,-0.7876,Vehicle insufficient households
hov3,Constant,hvilvi,4.575522,Additional Calibration Constant
hov3,Constant,hvilvs,3.218251,Additional Calibration Constant
hov3,Constant,cavihvi,-0.7876,Vehicle insufficient households
hov3,Constant,cavihvi,0.6589,High income households
hov3,Constant,cavihvi,3.036025,Additional Calibration Constant
hov3,Constant,cavihvs,0.6589,High income households
hov3,Constant,cavihvs,3.709095,Additional Calibration Constant
hov3,Constant,cavilvi,-0.7876,Vehicle insufficient households
hov3,Constant,cavilvi,4.575522,Additional Calibration Constant
hov3,Constant,cavilvs,3.218251,Additional Calibration Constant
hov3,Constant,v0,-99,Auto Availability
hov3,Constant,,0.197,Constant
hov3,hov_skim.CongTime,hvihvi,-0.1164,Travel time
hov3,hov_skim.CongTime,hvihvi,-0.1164,Travel time
hov3,hov_skim.CongTime,hvihvi,-0.1164,Travel time
hov3,hov_skim.CongTime,hvihvs,-0.1164,Travel time
hov3,hov_skim.CongTime,hvihvs,-0.1164,Travel time
hov3,hov_skim.CongTime,hvilvi,-0.1164,Travel time
hov3,hov_skim.CongTime,hvilvi,-0.1164,Travel time
hov3,hov_skim.CongTime,hvilvs,-0.1164,Travel time
hov3,hov_skim.CongTime*0.4,cavihvi,-0.1164,Travel time
hov3,hov_skim.CongTime*0.4,cavihvi,-0.1164,Travel time
hov3,hov_skim.CongTime*0.4,cavihvi,-0.1164,Travel time
hov3,hov_skim.CongTime*0.4,cavihvs,-0.1164,Travel time
hov3,hov_skim.CongTime*0.4,cavihvs,-0.1164,Travel time
hov3,hov_skim.CongTime*0.4,cavilvi,-0.1164,Travel time
hov3,hov_skim.CongTime*0.4,cavilvi,-0.1164,Travel time
hov3,hov_skim.CongTime*0.4,cavilvs,-0.1164,Travel time
hov3,hov_skim.[TollCostHOV (Skim)],,-0.425906,Toll cost
hov3,parking.MC_LS_Work.D,,0.5791,Parking
knr_brt,Constant,,1.044,Constant
knr_brt,Constant,,0.084,Path type constant = -.25 (visibility) * 15 (mins) * IVTTcoef
knr_brt,Constant,,0.126,Path type constant = -.25 (visibility) * 22.5 (mins) * IVTTcoef
knr_brt,knr_brt_skim.[In-Vehicle Time] * .95,,-0.022449,IVTT (discounted)
knr_brt,knr_brt_skim.Fare,,-0.1132,Transit fare
knr_brt,knr_brt_skim.[Access Drive Time],,-0.1138,Access walk time
knr_brt,knr_brt_skim.[Initial Wait Time],,-0.0437,Initial wait time
knr_brt,knr_brt_skim.[Transfer Wait Time],,-0.03,Transfer wait time
knr_brt,knr_brt_skim.[Egress Walk Time],,-0.051437,Egress walk time
knr_brt,knr_brt_skim.[Number of Transfers] > 2,,-0.3324,High transfers
knr_cr,Constant,hvihvi,0.337,Path type constant = -1 (visibility) * 15 (mins) * IVTTcoef
knr_cr,Constant,hvihvs,0.505,Path type constant = -1 (visibility) * 22.5 (mins) * IVTTcoef
knr_cr,Constant,hvilvi,0.337,Path type constant = -1 (visibility) * 15 (mins) * IVTTcoef
knr_cr,Constant,hvilvs,0.505,Path type constant = -1 (visibility) * 22.5 (mins) * IVTTcoef
knr_cr,Constant,cavihvi,0.337,Path type constant = -1 (visibility) * 15 (mins) * IVTTcoef
knr_cr,Constant,cavihvs,0.505,Path type constant = -1 (visibility) * 22.5 (mins) * IVTTcoef
knr_cr,Constant,cavilvi,0.337,Path type constant = -1 (visibility) * 15 (mins) * IVTTcoef
knr_cr,Constant,cavilvs,0.505,Path type constant = -1 (visibility) * 22.5 (mins) * IVTTcoef
knr_cr,Constant,,1.044,Constant
knr_cr,knr_cr_skim.[In-Vehicle Time] * .8,,-0.022449,IVTT (discounted)
knr_cr,knr_cr_skim.Fare,,-0.1132,Transit fare
knr_cr,knr_cr_skim.[Access Drive Time],,-0.1138,Access walk time
knr_cr,knr_cr_skim.[Initial Wait Time],,-0.0437,Initial wait time
knr_cr,knr_cr_skim.[Transfer Wait Time],,-0.03,Transfer wait time
knr_cr,knr_cr_skim.[Egress Walk Time],,-0.051437,Egress walk time
knr_cr,knr_cr_skim.[Number of Transfers] > 2,,-0.3324,High transfers
knr_eb,knr_eb_skim.[In-Vehicle Time],,-0.022449,IVTT
knr_eb,knr_eb_skim.Fare,,-0.1132,Transit fare
knr_eb,knr_eb_skim.[Access Drive Time],,-0.1138,Access walk time
knr_eb,knr_eb_skim.[Initial Wait Time],,-0.0437,Initial wait time
knr_eb,knr_eb_skim.[Transfer Wait Time],,-0.03,Transfer wait time
knr_eb,knr_eb_skim.[Egress Walk Time],,-0.051437,Egress walk time
knr_eb,knr_eb_skim.[Number of Transfers] > 1,,-0.3324,High transfers
knr_lb,Constant,,1.044,Constant
knr_lb,knr_lb_skim.[In-Vehicle Time],,-0.022449,IVTT
knr_lb,knr_lb_skim.Fare,,-0.1132,Transit fare
knr_lb,knr_lb_skim.[Access Drive Time],,-0.1138,Access walk time
knr_lb,knr_lb_skim.[Initial Wait Time],,-0.0437,Initial wait time
knr_lb,knr_lb_skim.[Transfer Wait Time],,-0.03,Transfer wait time
knr_lb,knr_lb_skim.[Egress Walk Time],,-0.051437,Egress walk time
knr_lb,knr_lb_skim.[Number of Transfers] > 1,,-0.3324,High transfers
knr_lr,Constant,hvihvi,0.168,Path type constant = -.5 (visibility) * 15 (mins) * IVTTcoef
knr_lr,Constant,hvihvs,0.253,Path type constant = -.5 (visibility) * 22.5 (mins) * IVTTcoef
knr_lr,Constant,hvilvi,0.168,Path type constant = -.5 (visibility) * 15 (mins) * IVTTcoef
knr_lr,Constant,hvilvs,0.253,Path type constant = -.5 (visibility) * 22.5 (mins) * IVTTcoef
knr_lr,Constant,cavihvi,0.168,Path type constant = -.5 (visibility) * 15 (mins) * IVTTcoef
knr_lr,Constant,cavihvs,0.253,Path type constant = -.5 (visibility) * 22.5 (mins) * IVTTcoef
knr_lr,Constant,cavilvi,0.168,Path type constant = -.5 (visibility) * 15 (mins) * IVTTcoef
knr_lr,Constant,cavilvs,0.253,Path type constant = -.5 (visibility) * 22.5 (mins) * IVTTcoef
knr_lr,Constant,,1.044,Constant
knr_lr,knr_lr_skim.[In-Vehicle Time] * .9,,-0.022449,IVTT (discounted)
knr_lr,knr_lr_skim.Fare,,-0.1132,Transit fare
knr_lr,knr_lr_skim.[Access Drive Time],,-0.1138,Access walk time
knr_lr,knr_lr_skim.[Initial Wait Time],,-0.0437,Initial wait time
knr_lr,knr_lr_skim.[Transfer Wait Time],,-0.03,Transfer wait time
knr_lr,knr_lr_skim.[Egress Walk Time],,-0.051437,Egress walk time
knr_lr,knr_lr_skim.[Number of Transfers] > 2,,-0.3324,High transfers
other_auto,Constant,hvihvi,0.2776,Vehicle insufficient households
other_auto,Constant,hvihvi,2.773005,Additional Calibration Constant
other_auto,Constant,hvihvs,4.418747,Additional Calibration Constant
other_auto,Constant,hvilvi,0.2776,Vehicle insufficient households
other_auto,Constant,hvilvi,4.286127,Additional Calibration Constant
other_auto,Constant,hvilvs,2.808129,Additional Calibration Constant
other_auto,Constant,cavihvi,0.2776,Vehicle insufficient households
other_auto,Constant,cavihvi,2.773005,Additional Calibration Constant
other_auto,Constant,cavihvs,4.418747,Additional Calibration Constant
other_auto,Constant,cavilvi,0.2776,Vehicle insufficient households
other_auto,Constant,cavilvi,4.286127,Additional Calibration Constant
other_auto,Constant,cavilvs,2.808129,Additional Calibration Constant
other_auto,Constant,v0,0.2776,Zero-vehicle households
other_auto,Constant,v0,-1.053495,Additional Calibration Constant
other_auto,Constant,,-6.619,Constant
other_auto,sov_skim.CongTime,,-0.1155,Travel time
other_auto,sov_skim.[TollCostSOV (Skim)],,-0.422613,Toll cost
other_auto,parking.MC_LS_Work.D,,1.132,Parking
pnr_brt,Constant,hvihvi,-2.037,Vehicle insufficient households
pnr_brt,Constant,hvilvi,-2.037,Vehicle insufficient households
pnr_brt,Constant,cavihvi,-2.037,Vehicle insufficient households
pnr_brt,Constant,cavilvi,-2.037,Vehicle insufficient households
pnr_brt,Constant,v0,-99,Auto Availability
pnr_brt,Constant,,2.667,Constant
pnr_brt,Constant,,0.126,Path type constant = -.25 (visibility) * 15 (mins) * IVTTcoef
pnr_brt,pnr_brt_skim.[In-Vehicle Time] * .95,,-0.022449,IVTT (discounted)
pnr_brt,pnr_brt_skim.Fare,,-0.1132,Transit fare
pnr_brt,pnr_brt_skim.[Access Drive Time],,-0.1138,Access walk time
pnr_brt,pnr_brt_skim.[Initial Wait Time],,-0.0437,Initial wait time
pnr_brt,pnr_brt_skim.[Transfer Wait Time],,-0.03,Transfer wait time
pnr_brt,pnr_brt_skim.[Egress Walk Time],,-0.051437,Egress walk time
pnr_brt,pnr_brt_skim.[Number of Transfers] > 2,,-0.3324,High transfers
pnr_cr,Constant,hvihvi,-2.037,Vehicle insufficient households
pnr_cr,Constant,hvilvi,-2.037,Vehicle insufficient households
pnr_cr,Constant,cavihvi,-2.037,Vehicle insufficient households
pnr_cr,Constant,cavilvi,-2.037,Vehicle insufficient households
pnr_cr,Constant,v0,-99,Auto Availability
pnr_cr,Constant,,3.518,Constant
pnr_cr,Constant,,0.505,Path type constant = -1 (visibility) * 22.5 (mins) * IVTTcoef
pnr_cr,pnr_cr_skim.[In-Vehicle Time] * .8,,-0.022449,IVTT (discounted)
pnr_cr,pnr_cr_skim.Fare,,-0.1132,Transit fare
pnr_cr,pnr_cr_skim.[Access Drive Time],,-0.1138,Access walk time
pnr_cr,pnr_cr_skim.[Initial Wait Time],,-0.0437,Initial wait time
pnr_cr,pnr_cr_skim.[Transfer Wait Time],,-0.03,Transfer wait time
pnr_cr,pnr_cr_skim.[Egress Walk Time],,-0.051437,Egress walk time
pnr_cr,pnr_cr_skim.[Number of Transfers] > 2,,-0.3324,High transfers
pnr_eb,Constant,hvihvi,-2.037,Vehicle insufficient households
pnr_eb,Constant,hvilvi,-2.037,Vehicle insufficient households
pnr_eb,Constant,cavihvi,-2.037,Vehicle insufficient households
pnr_eb,Constant,cavilvi,-2.037,Vehicle insufficient households
pnr_eb,Constant,v0,-99,Auto Availability
pnr_eb,Constant,,3.518,Constant
pnr_eb,pnr_eb_skim.[In-Vehicle Time],,-0.022449,IVTT
pnr_eb,pnr_eb_skim.Fare,,-0.1132,Transit fare
pnr_eb,pnr_eb_skim.[Access Drive Time],,-0.1138,Access walk time
pnr_eb,pnr_eb_skim.[Initial Wait Time],,-0.0437,Initial wait time
pnr_eb,pnr_eb_skim.[Transfer Wait Time],,-0.03,Transfer wait time
pnr_eb,pnr_eb_skim.[Egress Walk Time],,-0.051437,Egress walk time
pnr_eb,pnr_eb_skim.[Number of Transfers] > 1,,-0.3324,High transfers
pnr_lb,Constant,hvihvi,-2.037,Vehicle insufficient households
pnr_lb,Constant,hvilvi,-2.037,Vehicle insufficient households
pnr_lb,Constant,cavihvi,-2.037,Vehicle insufficient households
pnr_lb,Constant,cavilvi,-2.037,Vehicle insufficient households
pnr_lb,Constant,v0,-99,Auto Availability
pnr_lb,Constant,,2.667,Constant
pnr_lb,pnr_lb_skim.[In-Vehicle Time],,-0.022449,IVTT
pnr_lb,pnr_lb_skim.Fare,,-0.1132,Transit fare
pnr_lb,pnr_lb_skim.[Access Drive Time],,-0.1138,Access walk time
pnr_lb,pnr_lb_skim.[Initial Wait Time],,-0.0437,Initial wait time
pnr_lb,pnr_lb_skim.[Transfer Wait Time],,-0.03,Transfer wait time
pnr_lb,pnr_lb_skim.[Egress Walk Time],,-0.051437,Egress walk time
pnr_lb,pnr_lb_skim.[Number of Transfers] > 1,,-0.3324,High transfers
pnr_lr,Constant,hvihvi,-2.037,Vehicle insufficient households
pnr_lr,Constant,hvilvi,-2.037,Vehicle insufficient households
pnr_lr,Constant,cavihvi,-2.037,Vehicle insufficient households
pnr_lr,Constant,cavilvi,-2.037,Vehicle insufficient households
pnr_lr,Constant,v0,-99,Auto Availability
pnr_lr,Constant,,2.667,Constant
pnr_lr,Constant,,0.253,Path type constant = -.5 (visibility) * 22.5 (mins) * IVTTcoef
pnr_lr,pnr_lr_skim.[In-Vehicle Time] * .9,,-0.022449,IVTT (discounted)
pnr_lr,pnr_lr_skim.Fare,,-0.1132,Transit fare
pnr_lr,pnr_lr_skim.[Access Drive Time],,-0.1138,Access walk time
pnr_lr,pnr_lr_skim.[Initial Wait Time],,-0.0437,Initial wait time
pnr_lr,pnr_lr_skim.[Transfer Wait Time],,-0.03,Transfer wait time
pnr_lr,pnr_lr_skim.[Egress Walk Time],,-0.051437,Egress walk time
pnr_lr,pnr_lr_skim.[Number of Transfers] > 2,,-0.3324,High transfers
sov,Constant,hvihvi,-1.817,Vehicle insufficient households
sov,Constant,hvihvi,0.6589,High income households
sov,Constant,hvihvi,3.023787,Additional Calibration Constant
sov,Constant,hvihvs,0.6589,High income households
sov,Constant,hvihvs,4.06634,Additional Calibration Constant
sov,Constant,hvilvi,-1.817,Vehicle insufficient households
sov,Constant,hvilvi,4.381675,Additional Calibration Constant
sov,Constant,hvilvs,3.299876,Additional Calibration Constant
sov,Constant,cavihvi,-1.817,Vehicle insufficient households
sov,Constant,cavihvi,0.6589,High income households
sov,Constant,cavihvi,3.023787,Additional Calibration Constant
sov,Constant,cavihvs,0.6589,High income households
sov,Constant,cavihvs,4.06634,Additional Calibration Constant
sov,Constant,cavilvi,-1.817,Vehicle insufficient households
sov,Constant,cavilvi,4.381675,Additional Calibration Constant
sov,Constant,cavilvs,3.299876,Additional Calibration Constant
sov,Constant,v0,-99,Auto Availability
sov,Constant,,3.232,Constant
sov,sov_skim.CongTime,hvihvi,-0.1164,Travel time
sov,sov_skim.CongTime,hvihvi,-0.1164,Travel time
sov,sov_skim.CongTime,hvihvi,-0.1164,Travel time
sov,sov_skim.CongTime,hvihvs,-0.1164,Travel time
sov,sov_skim.CongTime,hvihvs,-0.1164,Travel time
sov,sov_skim.CongTime,hvilvi,-0.1164,Travel time
sov,sov_skim.CongTime,hvilvi,-0.1164,Travel time
sov,sov_skim.CongTime,hvilvs,-0.1164,Travel time
sov,sov_skim.CongTime*0.4,cavihvi,-0.1164,Travel time
sov,sov_skim.CongTime*0.4,cavihvi,-0.1164,Travel time
sov,sov_skim.CongTime*0.4,cavihvi,-0.1164,Travel time
sov,sov_skim.CongTime*0.4,cavihvs,-0.1164,Travel time
sov,sov_skim.CongTime*0.4,cavihvs,-0.1164,Travel time
sov,sov_skim.CongTime*0.4,cavilvi,-0.1164,Travel time
sov,sov_skim.CongTime*0.4,cavilvi,-0.1164,Travel time
sov,sov_skim.CongTime*0.4,cavilvs,-0.1164,Travel time
sov,sov_skim.[TollCostSOV (Skim)],,-0.425906,Toll cost
sov,parking.MC_LS_Work.D,,0.5791,Parking
w_brt,Constant,hvihvi,0.084,Path type constant = -.25 (visibility) * 15 (mins) * IVTTcoef
w_brt,Constant,hvihvs,0.126,Path type constant = -.25 (visibility) * 22.5 (mins) * IVTTcoef
w_brt,Constant,hvilvi,0.084,Path type constant = -.25 (visibility) * 15 (mins) * IVTTcoef
w_brt,Constant,hvilvs,0.126,Path type constant = -.25 (visibility) * 22.5 (mins) * IVTTcoef
w_brt,Constant,cavihvi,0.084,Path type constant = -.25 (visibility) * 15 (mins) * IVTTcoef
w_brt,Constant,cavihvs,0.126,Path type constant = -.25 (visibility) * 22.5 (mins) * IVTTcoef
w_brt,Constant,cavilvi,0.084,Path type constant = -.25 (visibility) * 15 (mins) * IVTTcoef
w_brt,Constant,cavilvs,0.126,Path type constant = -.25 (visibility) * 22.5 (mins) * IVTTcoef
w_brt,Constant,v0,0.3492,Zero-vehicle households
w_brt,Constant,,7.104,Constant
w_brt,w_brt_skim.[In-Vehicle Time] * .95,,-0.022449,IVTT (discounted)
w_brt,w_brt_skim.Fare,,-0.1132,Transit fare
w_brt,w_brt_skim.[Access Walk Time],,-0.1138,Access walk time
w_brt,w_brt_skim.[Initial Wait Time],,-0.0437,Initial wait time
w_brt,w_brt_skim.[Transfer Wait Time],,-0.03,Transfer wait time
w_brt,w_brt_skim.[Egress Walk Time],,-0.051437,Egress walk time
w_brt,w_brt_skim.[Number of Transfers] > 2,,-0.3324,High transfers
w_cr,Constant,hvihvi,0.337,Path type constant = -1 (visibility) * 15 (mins) * IVTTcoef
w_cr,Constant,hvihvs,0.505,Path type constant = -1 (visibility) * 22.5 (mins) * IVTTcoef
w_cr,Constant,hvilvi,0.337,Path type constant = -1 (visibility) * 15 (mins) * IVTTcoef
w_cr,Constant,hvilvs,0.505,Path type constant = -1 (visibility) * 22.5 (mins) * IVTTcoef
w_cr,Constant,cavihvi,0.337,Path type constant = -1 (visibility) * 15 (mins) * IVTTcoef
w_cr,Constant,cavihvs,0.505,Path type constant = -1 (visibility) * 22.5 (mins) * IVTTcoef
w_cr,Constant,cavilvi,0.337,Path type constant = -1 (visibility) * 15 (mins) * IVTTcoef
w_cr,Constant,cavilvs,0.505,Path type constant = -1 (visibility) * 22.5 (mins) * IVTTcoef
w_cr,Constant,v0,0.3492,Zero-vehicle households
w_cr,Constant,,6.328,Constant
w_cr,w_cr_skim.[In-Vehicle Time] * .8,,-0.022449,IVTT (discounted)
w_cr,w_cr_skim.Fare,,-0.1132,Transit fare
w_cr,w_cr_skim.[Access Walk Time],,-0.1138,Access walk time
w_cr,w_cr_skim.[Initial Wait Time],,-0.0437,Initial wait time
w_cr,w_cr_skim.[Transfer Wait Time],,-0.03,Transfer wait time
w_cr,w_cr_skim.[Egress Walk Time],,-0.051437,Egress walk time
w_cr,w_cr_skim.[Number of Transfers] > 2,,-0.3324,High transfers
w_eb,Constant,v0,0.3492,Zero-vehicle households
w_eb,Constant,,6.328,Constant
w_eb,w_eb_skim.[In-Vehicle Time],,-0.022449,IVTT
w_eb,w_eb_skim.Fare,,-0.1132,Transit fare
w_eb,w_eb_skim.[Access Walk Time],,-0.1138,Access walk time
w_eb,w_eb_skim.[Initial Wait Time],,-0.0437,Initial wait time
w_eb,w_eb_skim.[Transfer Wait Time],,-0.03,Transfer wait time
w_eb,w_eb_skim.[Egress Walk Time],,-0.051437,Egress walk time
w_eb,w_eb_skim.[Number of Transfers] > 1,,-0.3324,High transfers
w_lb,Constant,v0,0.3492,Zero-vehicle households
w_lb,Constant,,7.104,Constant
w_lb,w_lb_skim.[In-Vehicle Time],,-0.022449,IVTT
w_lb,w_lb_skim.Fare,,-0.1132,Transit fare
w_lb,w_lb_skim.[Access Walk Time],,-0.1138,Access walk time
w_lb,w_lb_skim.[Initial Wait Time],,-0.0437,Initial wait time
w_lb,w_lb_skim.[Transfer Wait Time],,-0.03,Transfer wait time
w_lb,w_lb_skim.[Egress Walk Time],,-0.051437,Egress walk time
w_lb,w_lb_skim.[Number of Transfers] > 1,,-0.3324,High transfers
w_lr,Constant,hvihvi,0.168,Path type constant = -.5 (visibility) * 15 (mins) * IVTTcoef
w_lr,Constant,hvihvs,0.253,Path type constant = -.5 (visibility) * 22.5 (mins) * IVTTcoef
w_lr,Constant,hvilvi,0.168,Path type constant = -.5 (visibility) * 15 (mins) * IVTTcoef
w_lr,Constant,hvilvs,0.253,Path type constant = -.5 (visibility) * 22.5 (mins) * IVTTcoef
w_lr,Constant,cavihvi,0.168,Path type constant = -.5 (visibility) * 15 (mins) * IVTTcoef
w_lr,Constant,cavihvs,0.253,Path type constant = -.5 (visibility) * 22.5 (mins) * IVTTcoef
w_lr,Constant,cavilvi,0.168,Path type constant = -.5 (visibility) * 15 (mins) * IVTTcoef
w_lr,Constant,cavilvs,0.253,Path type constant = -.5 (visibility) * 22.5 (mins) * IVTTcoef
w_lr,Constant,v0,0.3492,Zero-vehicle households
w_lr,Constant,,7.104,Constant
w_lr,w_lr_skim.[In-Vehicle Time] * .9,,-0.022449,IVTT (discounted)
w_lr,w_lr_skim.Fare,,-0.1132,Transit fare
w_lr,w_lr_skim.[Access Walk Time],,-0.1138,Access walk time
w_lr,w_lr_skim.[Initial Wait Time],,-0.0437,Initial wait time
w_lr,w_lr_skim.[Transfer Wait Time],,-0.03,Transfer wait time
w_lr,w_lr_skim.[Egress Walk Time],,-0.051437,Egress walk time
w_lr,w_lr_skim.[Number of Transfers] > 2,,-0.3324,High transfers
sav_brt,Constant,,1.044,Constant
sav_brt,Constant,,0.084,Path type constant = -.25 (visibility) * 15 (mins) * IVTTcoef
sav_brt,Constant,,0.126,Path type constant = -.25 (visibility) * 22.5 (mins) * IVTTcoef
sav_brt,knr_brt_skim.[In-Vehicle Time] * .95,,-0.022449,IVTT (discounted)
sav_brt,knr_brt_skim.Fare,,-0.1132,Transit fare
sav_brt,knr_brt_skim.[Access Drive Time]*0.4,,-0.1138,Access walk time
sav_brt,knr_brt_skim.[Initial Wait Time],,-0.0437,Initial wait time
sav_brt,knr_brt_skim.[Transfer Wait Time],,-0.03,Transfer wait time
sav_brt,knr_brt_skim.[Egress Walk Time],,-0.051437,Egress walk time
sav_brt,knr_brt_skim.[Number of Transfers] > 2,,-0.3324,High transfers
sav_cr,Constant,hvihvi,0.337,Path type constant = -1 (visibility) * 15 (mins) * IVTTcoef
sav_cr,Constant,hvihvs,0.505,Path type constant = -1 (visibility) * 22.5 (mins) * IVTTcoef
sav_cr,Constant,hvilvi,0.337,Path type constant = -1 (visibility) * 15 (mins) * IVTTcoef
sav_cr,Constant,hvilvs,0.505,Path type constant = -1 (visibility) * 22.5 (mins) * IVTTcoef
sav_cr,Constant,cavihvi,0.337,Path type constant = -1 (visibility) * 15 (mins) * IVTTcoef
sav_cr,Constant,cavihvs,0.505,Path type constant = -1 (visibility) * 22.5 (mins) * IVTTcoef
sav_cr,Constant,cavilvi,0.337,Path type constant = -1 (visibility) * 15 (mins) * IVTTcoef
sav_cr,Constant,cavilvs,0.505,Path type constant = -1 (visibility) * 22.5 (mins) * IVTTcoef
sav_cr,Constant,,1.044,Constant
sav_cr,knr_cr_skim.[In-Vehicle Time] * .8,,-0.022449,IVTT (discounted)
sav_cr,knr_cr_skim.Fare,,-0.1132,Transit fare
sav_cr,knr_cr_skim.[Access Drive Time]*0.4,,-0.1138,Access walk time
sav_cr,knr_cr_skim.[Initial Wait Time],,-0.0437,Initial wait time
sav_cr,knr_cr_skim.[Transfer Wait Time],,-0.03,Transfer wait time
sav_cr,knr_cr_skim.[Egress Walk Time],,-0.051437,Egress walk time
sav_cr,knr_cr_skim.[Number of Transfers] > 2,,-0.3324,High transfers
sav_eb,knr_eb_skim.[In-Vehicle Time],,-0.022449,IVTT
sav_eb,knr_eb_skim.Fare,,-0.1132,Transit fare
sav_eb,knr_eb_skim.[Access Drive Time]*0.7,,-0.1138,Access walk time
sav_eb,knr_eb_skim.[Initial Wait Time],,-0.0437,Initial wait time
sav_eb,knr_eb_skim.[Transfer Wait Time],,-0.03,Transfer wait time
sav_eb,knr_eb_skim.[Egress Walk Time],,-0.051437,Egress walk time
sav_eb,knr_eb_skim.[Number of Transfers] > 1,,-0.3324,High transfers
sav_lb,Constant,,1.044,Constant
sav_lb,knr_lb_skim.[In-Vehicle Time],,-0.022449,IVTT
sav_lb,knr_lb_skim.Fare,,-0.1132,Transit fare
sav_lb,knr_lb_skim.[Access Drive Time]*0.4,,-0.1138,Access walk time
sav_lb,knr_lb_skim.[Initial Wait Time],,-0.0437,Initial wait time
sav_lb,knr_lb_skim.[Transfer Wait Time],,-0.03,Transfer wait time
sav_lb,knr_lb_skim.[Egress Walk Time],,-0.051437,Egress walk time
sav_lb,knr_lb_skim.[Number of Transfers] > 1,,-0.3324,High transfers
sav_lr,Constant,hvihvi,0.168,Path type constant = -.5 (visibility) * 15 (mins) * IVTTcoef
